ID da obra,Código da obra,Contratada,Fim previsto,Início da obra,Data da ordem de serviço,Descrição,Dias aditivado,Latitude,Longitude,Município,Número da licitação,Número da ordem de serviço,Número SACC,Percentual executado,Prazo inicial,Secretaria/Órgão,Situação,Tipo do contrato,Valor
8422,01822020SPS02,CONSTRUTORA EVOLUTIA LTDA - ME,30/3/2020,10/3/2020,27/1/2020,"SERVIÇOS DE MONTAGEM DE SISTEMA DE FECHAMENTO PARA ESPAÇOS ABERTOS DO TIPO GRADIL NA MODALIDADE BRINQUEDOPRAÇA COM FORNECIMENTO DE MATERIAL, NO MUNICÍPIO DE JUAZEIRO DO NORTE - CE",0,,,JUAZEIRO DO NORTE,20180002,018/2020,1086326,100,20,SPS,Em Execução,Obra,"9157,2"
8429,03752020SEDUC01,ACOSTA,28/10/2020,2/3/2020,31/1/2020,CONCLUSÃO DA CONSTRUÇÃO DA ESCOLA ESTADUAL DE EDUCAÇÃO PROFISSIONAL DO MUNICÍPIO DE REDENÇÃO - CE,120,,,REDENÇÃO,20190009,025/2020,1116085 ,100,120,SEDUC,Concluída,Obra,"767672,81"
8432,01822020SPS05,CONSTRUTORA EVOLUTIA LTDA - ME,27/2/2020,7/2/2020,5/2/2020,"SERVIÇOS DE MONTAGEM DE SISTEMA DE FECHAMENTO PARA ESPAÇOS ABERTOS DO TIPO GRADIL NA MODALIDADE BRINQUEDOPRAÇA COM FORNECIMENTO DE MATERIAL, NO MUNICÍPIO DE MARTINÓPOLE - CE",0,,,MARTINÓPOLE,20180002,029/2020,1086326,100,20,SPS,Em Execução,Obra,9451
8433,01822020SPS06,CONSTRUTORA EVOLUTIA LTDA - ME,27/2/2020,7/2/2020,5/2/2020,"SERVIÇOS DE MONTAGEM DE SISTEMA DE FECHAMENTO PARA ESPAÇOS ABERTOS DO TIPO GRADIL NA MODALIDADE BRINQUEDOPRAÇA COM FORNECIMENTO DE MATERIAL, NO MUNICÍPIO DE BELA CRUZ - CE",0,,,BELA CRUZ,20180002,030/2020,1086326,100,20,SPS,Em Execução,Obra,"8507,2"
8431,01812020SPS11,SALINAS EMPREENDIMENTOS E CONSTRUÇÕES LTDA-ME,5/3/2020,14/2/2020,5/2/2020,"SERVIÇO DE ASSENTAMENTO DE PISO EMBORRACHADO, ANTI-IMPACTO E DRENANTE, COM FORNECIMENTO DE MATERIAL, PARA AS OBRAS DO PROGRAMA MAIS INFÂNCIA CEARÁ NO MUNICÍPIO DE BELA CRUZ - CE",0,,,BELA CRUZ,20180011,027/2020,1085941 ,"99,6",20,SPS,Em Execução,Obra,40480
8430,01812020SPS10,SALINAS EMPREENDIMENTOS E CONSTRUÇÕES LTDA-ME,5/3/2020,14/2/2020,5/2/2020,"SERVIÇO DE ASSENTAMENTO DE PISO EMBORRACHADO, ANTI-IMPACTO E DRENANTE, COM FORNECIMENTO DE MATERIAL, PARA AS OBRAS DO PROGRAMA MAIS INFÂNCIA CEARÁ NO MUNICÍPIO DE MARTINÓPOLE - CE",0,,,MARTINÓPOLE,20180011,026/2020,1085941 ,"99,61",20,SPS,Em Execução,Obra,"40849,6"
8434,0352020SECULT01,ANSA,12/3/2022,1/7/2020,1/7/2020,"OBRA DE SERVIÇOS COMPLEMENTARES DO ARQUIVO PUBLICO, NO MUNICÍPIO DE FORTALEZA - CE",211,,,FORTALEZA,20180001,074/2020,1115152 ,"96,49",150,SECULT,Em Execução,Obra,"1056310,13"
8436,0572020CIDADES01,JCM CONSTRUTORA E COMÉRCIO LTDA.,4/11/2021,27/2/2020,17/2/2020,"EXECUÇÃO DOS SERVIÇOS DE REFORMA E AMPLIAÇÃO DO MERCADO DE MESSEJANA, NO MUNICÍPIO DE FORTALEZA-CE",90,,,FORTALEZA,20180011,034/2020,1091272,"95,92",270,CIDADES,Em Execução,Obra,"1405391,51"
8435,03762020SEDUC01,CONSTRAN,14/10/2020,17/2/2020,17/2/2020,"CONSTRUÇÃO DE UMA ESCOLA DE ENSINO MÉDIO 12 SALAS, NO MUNICÍPIO DE QUIXELÔ - CE",0,,,QUIXELÔ,20180027,035/2020,N/A,0,240,SEDUC,Cancelada,Obra,"4079521,05"
8440,03772020SEDUC01,C&J,4/11/2021,13/3/2020,28/2/2020,"CONSTRUÇÃO DE UMA QUADRA COBERTA COM VESTUÁRIO (25,80 X 38M), NA EEM LICEU DO CONJUNTO CEARÁ",451,,,FORTALEZA,20180026,047/2020,1116851,"99,38",150,SEDUC,Em Execução,Obra,"1180592,87"
8438,01442020DETRAN01,VETOR OBRAS,26/10/2021,12/3/2020,28/2/2020,CONSTRUÇÃO DO TERMINAL RODOVIÁRIO NO MUNICÍPIO DE ITAREMA - CE,180,,,ITAREMA,20180006,046/2020,N/A,"27,95",240,DETRAN,Em Execução,Obra,"2083070,59"
8437,03752020SEDUC02,ACOSTA,28/10/2020,2/3/2020,31/1/2020,CONCLUSÃO DA CONSTRUÇÃO DA ESCOLA ESTADUAL DE EDUCAÇÃO PROFISSIONAL DO MUNICÍPIO DE REDENÇÃO - CE,120,,,REDENÇÃO,20190009,025/2020,1116085 ,100,120,SEDUC,Concluída,Obra,"72670,46"
8441,01752019SPS20,SALINAS EMPREENDIMENTOS E CONSTRUÇÕES LTDA-ME,24/3/2020,4/3/2020,4/3/2020,"SERVIÇOS DE ASSENTAMENTOS DE PISO EMBORRACHADO, ANTI-IMPACTO E DRENANTE, COM FORNECIMENTO DE MATERIAL, PARA OBRAS DO PROGRAMA MAIS INFÂNCIA CEARÁ, NO MUNICÍPIO DE ALCÂNTARAS - CE",0,,,ALCÂNTARAS,20180011,048/2020,1085941,"99,58",20,SPS,Em Execução,Obra,"38198,4"
8442,01752019SPS21,SALINAS EMPREENDIMENTOS E CONSTRUÇÕES LTDA-ME,24/3/2020,4/3/2020,4/3/2020,"SERVIÇOS DE ASSENTAMENTOS DE PISO EMBORRACHADO, ANTI-IMPACTO E DRENANTE, COM FORNECIMENTO DE MATERIAL, PARA OBRAS DO PROGRAMA MAIS INFÂNCIA CEARÁ, NO MUNICÍPIO DE JUCÁS - CE",0,,,JUCÁS,20180011,049/2020,1085941,100,20,SPS,Em Execução,Obra,35160
8443,03782020SEDUC01,ZONA NORTE,7/4/2021,4/3/2020,4/3/2020,"OBRA DE CONSTRUÇÃO DO CENTRO DE EDUCAÇÃO INFANTIL PADRÃO (4 SALAS), NO MUNICÍPIO DE TIANGUÁ-CE",60,,,TIANGUÁ,31/2019,051/2020,1116529 ,100,180,SEDUC,Concluída,Obra,"390323,03"
8444,01022020SOP01,JCM CONSTRUTORA E COMÉRCIO LTDA.,11/5/2022,20/7/2020,20/7/2020,OBRA DE CONSTRUÇÃO DO NOVO CAMPUS DA FACULDADE DE EDUCAÇÃO DE CRATEÚS - FAEC EM CRATEÚS - CE,180,"-5,212596","-40,697185",CRATEÚS,20180002,083/2020,1141319,"76,6",480,SOP,Em Execução,Obra,"11995312,48"
8439,01832020SPS01,KG CONSTRUÇÕES LTDA - EPP,17/4/2021,3/6/2020,17/3/2020,CONSTRUÇÃO DO CENTRO DE ESPORTE PARA FUTEBOL - ARENINHA NO MUNICÍPIO DE BEBERIBE - CE,150,,,BEBERIBE,20180007,052/2020,1116167 ,100,120,SPS,Concluída,Obra,"1859024,59"
8447,0962019SOP27,SOCCER GRASS ASSESSORIA E EMPREENDIMENTOS,4/6/2021,12/12/2019,12/12/2019,SERVIÇOS DE INSTALAÇÃO COM FORNECIMENTO DE MATERIAL PARA GRAMADO SINTÉTICO NO MUNICÍPIO DE CATARINA - CE,330,,,CATARINA,20190001,183/2019,1114508,100,210,SOP,Em Execução,Obra,"138082,88"
8448,0962019SOP28,SOCCER GRASS ASSESSORIA E EMPREENDIMENTOS,4/6/2021,12/12/2019,12/12/2019,SERVIÇOS DE INSTALAÇÃO COM FORNECIMENTO DE MATERIAL PARA GRAMADO SINTÉTICO NO MUNICÍPIO DE ORÓS - CE,330,,,ORÓS,20190001,183/2019,1114508,100,210,SOP,Em Execução,Obra,"138082,88"
8449,0962019SOP29,SOCCER GRASS ASSESSORIA E EMPREENDIMENTOS,4/6/2021,12/12/2019,12/12/2019,SERVIÇOS DE INSTALAÇÃO COM FORNECIMENTO DE MATERIAL PARA GRAMADO SINTÉTICO NO MUNICÍPIO DE ALTO SANTO - CE,330,,,ALTO SANTO,20190001,183/2019,1114508,100,210,SOP,Em Execução,Obra,"138082,88"
8450,0962019SOP30,SOCCER GRASS ASSESSORIA E EMPREENDIMENTOS,4/6/2021,12/12/2019,12/12/2019,SERVIÇOS DE INSTALAÇÃO COM FORNECIMENTO DE MATERIAL PARA GRAMADO SINTÉTICO NO MUNICÍPIO DE POTIRETAMA - CE,330,,,POTIRETAMA,20190001,183/2019,1114508,100,210,SOP,Concluída,Obra,"138082,88"
8452,0962019SOP32,SOCCER GRASS ASSESSORIA E EMPREENDIMENTOS,4/6/2021,12/12/2019,12/12/2019,SERVIÇOS DE INSTALAÇÃO COM FORNECIMENTO DE MATERIAL PARA GRAMADO SINTÉTICO NO MUNICÍPIO DE FORTALEZA - ESCOLA CAIC - BOM JARDIM,330,,,FORTALEZA,20190001,183/2019,1114508,100,210,SOP,Em Execução,Obra,"120752,64"
8453,0962019SOP33,SOCCER GRASS ASSESSORIA E EMPREENDIMENTOS,4/6/2021,12/12/2019,12/12/2019,"SERVIÇOS DE INSTALAÇÃO COM FORNECIMENTO DE MATERIAL PARA GRAMADO SINTÉTICO NO MUNICÍPIO DE FORTALEZA - NO BAIRRO CONJUNTO CEARÁ
",330,,,FORTALEZA,20190001,183/2019,1114508,100,210,SOP,Em Execução,Obra,"138082,88"
8454,0962019SOP34,SOCCER GRASS ASSESSORIA E EMPREENDIMENTOS,4/6/2021,12/12/2019,12/12/2019,"SERVIÇOS DE INSTALAÇÃO COM FORNECIMENTO DE MATERIAL PARA GRAMADO SINTÉTICO NO MUNICÍPIO DE FORTALEZA - NO BAIRRO CIDADE 2000
",330,,,FORTALEZA,20190001,183/2019,1114508,100,210,SOP,Em Execução,Obra,"120752,64"
8455,0962019SOP35,SOCCER GRASS ASSESSORIA E EMPREENDIMENTOS,4/6/2021,12/12/2019,12/12/2019,"SERVIÇOS DE INSTALAÇÃO COM FORNECIMENTO DE MATERIAL PARA GRAMADO SINTÉTICO NO MUNICÍPIO DE FORTALEZA - COMUNIDADE VIADUTO JOSÉ BASTOS
",330,,,FORTALEZA,20190001,183/2019,1114508,100,210,SOP,Em Execução,Obra,"138082,88"
8456,0962019SOP36,SOCCER GRASS ASSESSORIA E EMPREENDIMENTOS,4/6/2021,12/12/2019,19/12/2019,SERVIÇOS DE INSTALAÇÃO COM FORNECIMENTO DE MATERIAL PARA GRAMADO SINTÉTICO NO MUNICÍPIO DE GUAIÚBA - CE,330,,,GUAIÚBA,20190001,183/2019,1114508,100,210,SOP,Em Execução,Obra,"138082,88"
8457,0962019SOP37,SOCCER GRASS ASSESSORIA E EMPREENDIMENTOS,4/6/2021,12/12/2019,12/12/2019,SERVIÇOS DE INSTALAÇÃO COM FORNECIMENTO DE MATERIAL PARA GRAMADO SINTÉTICO NO MUNICÍPIO DE PARAIBAPA - CE,330,,,PARAIPABA,20190001,183/2019,1114508,100,210,SOP,Em Execução,Obra,"138082,88"
8458,0962019SOP38,SOCCER GRASS ASSESSORIA E EMPREENDIMENTOS,4/6/2021,12/12/2019,12/12/2019,SERVIÇOS DE INSTALAÇÃO COM FORNECIMENTO DE MATERIAL PARA GRAMADO SINTÉTICO NO MUNICÍPIO DE PINDORETAMA - CE,330,,,PINDORETAMA,20190001,183/2019,1114508,100,210,SOP,Em Execução,Obra,"138082,88"
8451,0962019SOP31,SOCCER GRASS ASSESSORIA E EMPREENDIMENTOS,4/6/2021,12/12/2019,12/12/2019,SERVIÇOS DE INSTALAÇÃO COM FORNECIMENTO DE MATERIAL PARA GRAMADO SINTÉTICO NO MUNICÍPIO DE FORTALEZA -  ESCOLA PROF TECLA FERREIRA - SAPIRANGA,330,,,FORTALEZA,20190001,183/2019,1114508,100,210,SOP,Em Execução,Obra,"120752,64"
8470,0962019SOP43,SOCCER GRASS ASSESSORIA E EMPREENDIMENTOS,4/6/2021,12/12/2019,12/12/2019,SERVIÇOS DE INSTALAÇÃO COM FORNECIMENTO DE MATERIAL PARA GRAMADO SINTÉTICO NO MUNICÍPIO DE IPÚ - CE,330,,,IPU,20190001,183/2019,1114508,100,210,SOP,Concluída,Obra,"138082,88"
8472,0962019SOP45,SOCCER GRASS ASSESSORIA E EMPREENDIMENTOS,4/6/2021,12/12/2019,12/12/2019,SERVIÇOS DE INSTALAÇÃO COM FORNECIMENTO DE MATERIAL PARA GRAMADO SINTÉTICO NO MUNICÍPIO DE CARNAUBAL - CE,330,,,CARNAUBAL,20190001,183/2019,1114508,100,210,SOP,Concluída,Obra,"138082,88"
8467,0582020CIDADES01,BORGES CONSTRUÇÕES SERVIÇOS E COMÉRCIO EIRELI ME ,24/1/2022,21/7/2020,26/6/2020,"IMPLANTAÇÃO DAS CENTRAIS MUNICIPAIS DE RECICLAGEM - CMR (MODELO 03) - 04 UNIDADES NOS MUNICÍPIOS DO VALE DO JAGUARIBE - CE ( QUIXERÉ,  PALHANO, TABULEIRO DO NORTE E SÃO JOÃO DO JAGUARIBE)",372,,,JAGUARIBE,20190001,070/2020,1100568,"51,28",180,CIDADES,Em Execução,Obra,"1298191,51"
8465,03802020SEDUC01,BWS CONSTRUÇÕES LTDA,27/8/2021,23/7/2020,26/6/2020,"OBRAS DE CONSTRUÇÃO DO CENTRO DE EDUCAÇÃO INFANTIL PADRÃO (4 SALAS), NO MUNICÍPIO DE SOBRAL-CE (DOM EXPEDITO)",220,,,SOBRAL,20140058,071/2020,1119985,100,180,SEDUC,Concluída,Obra,"1377943,21"
8473,0962019SOP46,SOCCER GRASS ASSESSORIA E EMPREENDIMENTOS,4/6/2021,12/12/2019,12/12/2019,SERVIÇOS DE INSTALAÇÃO COM FORNECIMENTO DE MATERIAL PARA GRAMADO SINTÉTICO NO MUNICÍPIO DE PORANGA - CE,330,,,PORANGA,20190001,183/2019,1114508,100,210,SOP,Concluída,Obra,"138082,88"
8474,0962019SOP47,SOCCER GRASS ASSESSORIA E EMPREENDIMENTOS,4/6/2021,12/12/2019,12/12/2019,SERVIÇOS DE INSTALAÇÃO COM FORNECIMENTO DE MATERIAL PARA GRAMADO SINTÉTICO NO MUNICÍPIO DE ARARENDÁ - CE,330,,,ARARENDÁ,20190001,183/2019,1114508,100,210,SOP,Concluída,Obra,"138082,88"
8462,03792020SEDUC02,FORTEKS ENGENHARIA,19/5/2022,28/7/2020,26/6/2020,CONCLUSÃO DE UMA ESCOLA DE ENSINO MÉDIO INTEGRAL COM 12 (DOZE) SALAS DE AULA MARIA MENEZES DE SERPA EM FORTALEZA - CE,360,,,FORTALEZA,20190012,072/2020,1120214,"43,04",300,SEDUC,Em Execução,Obra,"4573395,03"
8469,0962019SOP42,SOCCER GRASS ASSESSORIA E EMPREENDIMENTOS,4/6/2021,12/12/2019,12/12/2019,SERVIÇOS DE INSTALAÇÃO COM FORNECIMENTO DE MATERIAL PARA GRAMADO SINTÉTICO NO MUNICÍPIO DE UBAJARA - CE,330,,,UBAJARA,20190001,183/2019,1114508,100,210,SOP,Concluída,Obra,"138082,88"
8466,03812020SEDUC01,FORTEKS ENGENHARIA,28/12/2021,3/8/2020,26/6/2020,CONCLUSÃO DA CONSTRUÇÃO DE UM CENTRO DE EDUCAÇÃO INFANTIL - CEI - TEJUÇUOCA - CE,302,,,TEJUÇUOCA,20190011,069/2020,N/A,"45,13",210,SEDUC,Em Execução,Obra,"1323868,25"
8471,0962019SOP44,SOCCER GRASS ASSESSORIA E EMPREENDIMENTOS,4/6/2021,12/12/2019,12/12/2019,SERVIÇOS DE INSTALAÇÃO COM FORNECIMENTO DE MATERIAL PARA GRAMADO SINTÉTICO NO MUNICÍPIO DE CROATÁ - CE,330,,,CROATÁ,20190001,183/2019,1114508,100,210,SOP,Concluída,Obra,"138082,88"
8475,0962019SOP48,SOCCER GRASS ASSESSORIA E EMPREENDIMENTOS,4/6/2021,12/12/2019,12/12/2019,SERVIÇOS DE INSTALAÇÃO COM FORNECIMENTO DE MATERIAL PARA GRAMADO SINTÉTICO NO MUNICÍPIO DE IPUEIRAS - CE,330,,,IPUEIRAS,20190001,183/2019,1114508,100,210,SOP,Concluída,Obra,"138082,88"
8468,0962019SOP41,SOCCER GRASS ASSESSORIA E EMPREENDIMENTOS,4/6/2021,12/12/2019,12/12/2019,SERVIÇOS DE INSTALAÇÃO COM FORNECIMENTO DE MATERIAL PARA GRAMADO SINTÉTICO NO MUNICÍPIO DE IBIAPINA - CE,330,,,IBIAPINA,20190001,183/2019,1114508,100,210,SOP,Concluída,Obra,"138082,88"
8446,01062020SOP01,IRMEC CONSTRUÇÕES EIRELI,27/2/2022,5/6/2020,5/6/2020,"OBRA DE CONCLUSÃO DA CONSTRUÇÃO DA DELEGACIA PADRÃO TIPO III, EM HORIZONTE - CE",451,,,HORIZONTE,20190007,067/2020,1118751,100,120,SOP,Concluída,Obra,"902082,42"
8461,03792020SEDUC01,FORTEKS ENGENHARIA,19/5/2022,28/7/2020,26/6/2020,CONCLUSÃO DE UMA ESCOLA DE ENSINO MÉDIO INTEGRAL COM 12 (DOZE) SALAS DE AULA MARIA MENEZES DE SERPA EM FORTALEZA - CE,360,,,FORTALEZA,20190012,072/2020,1120214,"42,67",300,SEDUC,Em Execução,Obra,"2145174,47"
8464,01652018SPS19,SM CONSTUÇÕES LTDA - EPP,6/7/2020,16/6/2020,16/6/2020,"SERVIÇO DE ASSENTAMENTO DE PISO EMBORRACHADO, ANTI-IMPACTO E DRENANTE, COM FORNECIMENTO DE MATERIAL, PARA AS OBRAS DO PROGRAMA MAIS INFÂNCIA CEARÁ, NO MUNICÍPIO DE FORTALEZA - FORTALEZA - PRAÇA LAGOA DA PARANGABA",0,,,FORTALEZA,20180003,068/2020,1059313,100,20,SPS,Em Execução,Obra,"45676,28"
8459,0962019SOP39,SOCCER GRASS ASSESSORIA E EMPREENDIMENTOS,4/6/2021,12/12/2019,12/12/2019,SERVIÇOS DE INSTALAÇÃO COM FORNECIMENTO DE MATERIAL PARA GRAMADO SINTÉTICO NO MUNICÍPIO DE ARNEIROZ- CE,330,,,ARNEIROZ,20190001,183/2019,1114508,100,210,SOP,Concluída,Obra,"138082,88"
8460,0962019SOP40,SOCCER GRASS ASSESSORIA E EMPREENDIMENTOS,4/6/2021,12/12/2019,12/12/2019,SERVIÇOS DE INSTALAÇÃO COM FORNECIMENTO DE MATERIAL PARA GRAMADO SINTÉTICO NO MUNICÍPIO DE AIUABA - CE,330,,,AIUABA,20190001,183/2019,1114508,100,210,SOP,Concluída,Obra,"138082,88"
8481,01852020SPS04,SALINAS EMPREENDIMENTOS E CONSTRUÇÕES LTDA-ME,2/9/2020,13/8/2020,22/7/2020,"SERVIÇOS DE ASSENTAMENTOS DE PISO EMBORRACHADO, ANTI-IMPACTO E DRENANTE, COM FORNECIMENTO DE MATERIAL, PARA OBRAS DO PROGRAMA MAIS INFÂNCIA CEARÁ - FORTALEZA - BAIRRO SAPIRANGA",0,,,FORTALEZA,20180011,093/2020,1122660,0,20,SPS,Cancelada,Obra,0
8487,01112020SOP01,CONSÓRCIO CORAL LUMALI,17/1/2021,22/7/2020,22/7/2020,SERVIÇOS DE AMPLIAÇÃO E REMODELAÇÃO DO PÁTIO DE ESTACIONAMENTO DO POSTO FISCAL DE PENAFORTE - CE,0,,,PENAFORTE,20190015,089/2020,S/N,0,180,SOP,Em Execução,Obra,"18200483,83"
8482,01852020SPS05,SALINAS EMPREENDIMENTOS E CONSTRUÇÕES LTDA-ME,2/9/2020,13/8/2020,22/7/2020,"SERVIÇOS DE ASSENTAMENTOS DE PISO EMBORRACHADO, ANTI-IMPACTO E DRENANTE, COM FORNECIMENTO DE MATERIAL, PARA OBRAS DO PROGRAMA MAIS INFÂNCIA CEARÁ - FORTALEZA - BAIRRO CIDADE DOS FUNCIONÁRIOS",0,,,FORTALEZA,20180011,094/2020,1122660,0,20,SPS,Cancelada,Obra,0
8478,01852020SPS01,SALINAS EMPREENDIMENTOS E CONSTRUÇÕES LTDA-ME,2/9/2020,13/8/2020,22/7/2020,"SERVIÇOS DE ASSENTAMENTOS DE PISO EMBORRACHADO, ANTI-IMPACTO E DRENANTE, COM FORNECIMENTO DE MATERIAL, PARA OBRAS DO PROGRAMA MAIS INFÂNCIA CEARÁ - FORTALEZA  - BAIRRO VILA VELHA",0,,,FORTALEZA,20180011,090/2020,1122660,0,20,SPS,Cancelada,Obra,0
8479,01852020SPS02,SALINAS EMPREENDIMENTOS E CONSTRUÇÕES LTDA-ME,2/9/2020,13/8/2020,22/7/2020,"SERVIÇOS DE ASSENTAMENTOS DE PISO EMBORRACHADO, ANTI-IMPACTO E DRENANTE, COM FORNECIMENTO DE MATERIAL, PARA OBRAS DO PROGRAMA MAIS INFÂNCIA CEARÁ - FORTALEZA - BAIRRO CONJUNTO CEARÁ",0,,,FORTALEZA,20180011,091/2020,1122660,0,20,SPS,Cancelada,Obra,0
8480,01852020SPS03,SALINAS EMPREENDIMENTOS E CONSTRUÇÕES LTDA-ME,2/9/2020,13/8/2020,22/7/2020,"SERVIÇOS DE ASSENTAMENTOS DE PISO EMBORRACHADO, ANTI-IMPACTO E DRENANTE, COM FORNECIMENTO DE MATERIAL, PARA OBRAS DO PROGRAMA MAIS INFÂNCIA CEARÁ - FORTALEZA - PERIMETRAL",0,,,FORTALEZA,20180011,092/2020,1122660,0,20,SPS,Cancelada,Obra,0
8463,01822020SPS07,CONSTRUTORA EVOLUTIA LTDA - ME,25/8/2020,5/8/2020,22/7/2020,"SERVIÇOS DE MONTAGEM DE SISTEMA DE FECHAMENTO PARA ESPAÇOS ABERTOS DO TIPO GRADIL NA MODALIDADE BRINQUEDOPRAÇA COM FORNECIMENTO DE MATERIAL, NO MUNICÍPIO DE JUCÁS- CE",0,,,JUCÁS,20180002,095/2020,1086326,100,20,SPS,Em Execução,Obra,"9144,2"
8488,0962019SOP49,SOCCER GRASS ASSESSORIA E EMPREENDIMENTOS,4/6/2021,12/12/2019,12/12/2019,SERVIÇOS DE INSTALAÇÃO COM FORNECIMENTO DE MATERIAL PARA GRAMADO SINTÉTICO NO MUNICÍPIO DE ALCÂNTARAS - CE,330,,,ALCÂNTARAS,20190001,183/2019,1114508,100,210,SOP,Concluída,Obra,"108129,52"
8500,01822020SPS08,CONSTRUTORA EVOLUTIA LTDA - ME,27/8/2020,7/8/2020,3/8/2020,"SERVIÇOS DE MONTAGEM DE SISTEMA DE FECHAMENTO PARA ESPAÇOS ABERTOS DO TIPO GRADIL NA MODALIDADE BRINQUEDOPRAÇA COM FORNECIMENTO DE MATERIAL, NO MUNICÍPIO DE ALCÂNTARAS - CE",0,,,ALCÂNTARAS,20180002,112/2020,1086326,100,20,SPS,Em Execução,Obra,"8734,7"
8503,01822020SPS11,CONSTRUTORA EVOLUTIA LTDA - ME,27/8/2020,7/8/2020,3/8/2020,"SERVIÇOS DE MONTAGEM DE SISTEMA DE FECHAMENTO PARA ESPAÇOS ABERTOS DO TIPO GRADIL NA MODALIDADE BRINQUEDOPRAÇA COM FORNECIMENTO DE MATERIAL, NO MUNICÍPIO DE IRAPUAN PINHEIRO - CE",0,,,DEPUTADO IRAPUAN PINHEIRO,20180002,115/2020,1086326,100,20,SPS,Em Execução,Obra,"8377,2"
8504,01822020SPS12,CONSTRUTORA EVOLUTIA LTDA - ME,27/8/2020,7/8/2020,3/8/2020,"SERVIÇOS DE MONTAGEM DE SISTEMA DE FECHAMENTO PARA ESPAÇOS ABERTOS DO TIPO GRADIL NA MODALIDADE BRINQUEDOPRAÇA COM FORNECIMENTO DE MATERIAL, NO MUNICÍPIO DE AIUABA - CE",0,,,AIUABA,20180002,116/2020,1086326,100,20,SPS,Em Execução,Obra,"7978,1"
8490,0962019SOP51,SOCCER GRASS ASSESSORIA E EMPREENDIMENTOS,25/1/2022,3/8/2020,3/8/2020,SERVIÇOS DE INSTALAÇÃO COM FORNECIMENTO DE MATERIAL PARA GRAMADO SINTÉTICO NO MUNICÍPIO DE FORQUILHA - CE,330,,,FORQUILHA,20190001,106/2020,1114508,100,210,SOP,Concluída,Obra,"138082,88"
8501,01822020SPS09,CONSTRUTORA EVOLUTIA LTDA - ME,27/8/2020,7/8/2020,3/8/2020,"SERVIÇOS DE MONTAGEM DE SISTEMA DE FECHAMENTO PARA ESPAÇOS ABERTOS DO TIPO GRADIL NA MODALIDADE BRINQUEDOPRAÇA COM FORNECIMENTO DE MATERIAL, NO MUNICÍPIO DE ERERÊ - CE",0,,,ERERÊ,20180002,113/2020,1086326,100,20,SPS,Em Execução,Obra,"8069,1"
8502,01822020SPS10,CONSTRUTORA EVOLUTIA LTDA - ME,27/8/2020,7/8/2020,3/8/2020,"SERVIÇOS DE MONTAGEM DE SISTEMA DE FECHAMENTO PARA ESPAÇOS ABERTOS DO TIPO GRADIL NA MODALIDADE BRINQUEDOPRAÇA COM FORNECIMENTO DE MATERIAL, NO MUNICÍPIO DE PIQUET CARNEIRO - CE",0,,,PIQUET CARNEIRO,20180002,114/2020,1086326,100,20,SPS,Em Execução,Obra,"10450,7"
8491,0962019SOP52,SOCCER GRASS ASSESSORIA E EMPREENDIMENTOS,4/6/2021,12/12/2019,12/12/2019,SERVIÇOS DE INSTALAÇÃO COM FORNECIMENTO DE MATERIAL PARA GRAMADO SINTÉTICO NO MUNICÍPIO DE MASSAPÊ - CE,330,,,MASSAPÊ,20190001,183/2019,1114508,100,210,SOP,Concluída,Obra,"138082,88"
8492,0962019SOP53,SOCCER GRASS ASSESSORIA E EMPREENDIMENTOS,4/6/2021,12/12/2019,12/12/2019,SERVIÇOS DE INSTALAÇÃO COM FORNECIMENTO DE MATERIAL PARA GRAMADO SINTÉTICO NO MUNICÍPIO DE MERUOCA - CE,330,,,MERUOCA,20190001,183/2019,1114508,100,210,SOP,Concluída,Obra,"138082,88"
8489,0962019SOP50,SOCCER GRASS ASSESSORIA E EMPREENDIMENTOS,4/2/2021,12/12/2019,12/12/2019,SERVIÇOS DE INSTALAÇÃO COM FORNECIMENTO DE MATERIAL PARA GRAMADO SINTÉTICO NO MUNICÍPIO DE COREAÚ - CE,210,,,COREAÚ,20190001,183/2019,1114508,100,210,SOP,Concluída,Obra,"138082,88"
8497,01812020SPS13,SALINAS EMPREENDIMENTOS E CONSTRUÇÕES LTDA-ME,2/9/2020,13/8/2020,3/8/2020,"SERVIÇO DE ASSENTAMENTO DE PISO EMBORRACHADO, ANTI-IMPACTO E DRENANTE, COM FORNECIMENTO DE MATERIAL, PARA AS OBRAS DO PROGRAMA MAIS INFÂNCIA CEARÁ NO MUNICÍPIO DE AURORA - CE",0,,,AURORA,20180011,100/2020,1085941 ,"99,61",20,SPS,Em Execução,Obra,40800
8493,0962019SOP54,SOCCER GRASS ASSESSORIA E EMPREENDIMENTOS,4/6/2021,12/12/2019,12/12/2019,SERVIÇOS DE INSTALAÇÃO COM FORNECIMENTO DE MATERIAL PARA GRAMADO SINTÉTICO NO MUNICÍPIO DE PIRES FERREIRA - CE,330,,,PIRES FERREIRA,20190001,183/2019,1114508,100,210,SOP,Concluída,Obra,"138082,88"
8494,0962019SOP55,SOCCER GRASS ASSESSORIA E EMPREENDIMENTOS,25/1/2022,3/8/2020,3/8/2020,SERVIÇOS DE INSTALAÇÃO COM FORNECIMENTO DE MATERIAL PARA GRAMADO SINTÉTICO NO MUNICÍPIO DE SANTANA DO ACARAÚ - CE,330,,,SANTANA DO ACARAÚ,20190001,110/2020,1114508,100,210,SOP,Concluída,Obra,"138082,88"
