subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,dem,rep,adjusted_dem,adjusted_rep,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
All polls,3/31/2020,6/30/2019,7/2/2019,YouGov,B-,1265,rv,.23469487,.00212405,48,39,47.87568,39.847355,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/4ggh3e3308/econTabReport.pdf,58606,98945,7/3/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,6/30/2019,7/3/2019,HarrisX,C+,3000,rv,.01449787,.00011764,43,36,47.799591,41.004822,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vQP70PcC-J_VzSHXPsuuIhJigbS2VTS5REQTtKnLPTxAYnijMLspjZNZvc8XEwFUq-quyf5UdWtSHqW/pubhtml/sheet?headers=false&gid=0,58611,99064,7/7/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,7/1/2019,7/4/2019,HarrisX,C+,3000,rv,.01451065,.00012771,43,36,47.799591,41.004822,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,58619,99080,7/8/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,7/2/2019,7/5/2019,HarrisX,C+,3002,rv,.0145324,.00013793,43,36,47.799591,41.004822,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vT99aymxeMY2tB1rXcenvt80eHFu8kMTLwHUIQ1LkIt_Zuy5HmfI8hP0s5yZ2auQDIGBNwpeFz2F3TR/pubhtml/sheet?headers=false&gid=0,58612,99065,7/7/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,7/3/2019,7/6/2019,HarrisX,C+,3000,rv,.01453457,.00014798,42,36,46.799591,41.004822,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,58627,99107,7/9/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,7/4/2019,7/7/2019,HarrisX,C+,3000,rv,.01453686,.00015818,42,36,46.799591,41.004822,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,58628,99108,7/9/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,7/5/2019,7/8/2019,HarrisX,C+,3006,rv,.01456134,.00016877,42,36,46.799591,41.004822,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vRdsyUsWuyHsbLvuzMJn9U88bYmW29KDj9zVfwV0_1xSlKQc2dW0gktCKlHBUPG1y-HeVKVmGkusmWr/pubhtml/sheet?headers=false&gid=0,58622,99085,7/9/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,7/7/2019,7/9/2019,YouGov,B-,1140,rv,.2044622,.002997,47,38,46.87568,38.847355,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/al25duedar/econTabReport.pdf,58637,99218,7/10/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,7/6/2019,7/9/2019,HarrisX,C+,3006,rv,.0145591,.00017909,42,35,46.799591,40.004822,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vQYhlZ789QMjDNDGSs5THP1OiijOqLHiNoaEb5rCrsP6exiuxecpFHkre-ZONzyosSH0YNcUlqA36sy/pubhtml/sheet?headers=false&gid=0,58633,99219,7/10/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,7/7/2019,7/10/2019,HarrisX,C+,3005,rv,.01455147,.00018939,42,35,46.799591,40.004822,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vQskNTuQMPzS1SO5D2aUHbs375tZnMWkErRKK8jA9EjZVk9lvoCKDlSdC5V9T-l4qwQApnUJPS1aIcM/pubhtml/sheet?headers=false&gid=0,58638,99284,7/11/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,7/5/2019,7/12/2019,HarrisX,C+,7009,rv,.06788106,.0008835,42,35,46.799591,40.004822,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vTvySpvA7DblRQGbME_Bby0mOyAKKQpYTxPqAmW0Qb-ymP87mE_AL0PnTiWIG3jn9K4blPYJlXVXq8p/pubhtml/sheet?headers=false&gid=0,58654,99302,7/13/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,7/8/2019,7/11/2019,HarrisX,C+,3003,rv,0,0,41,35,45.799591,40.004822,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vRReIoinaCM8aQFa4eDoXAcFYj-iO5-0bODQ22i8W0-UYa6Iuchs6dZGBZpWAEEfTsHU9wk4YlwlmK6/pubhtml/sheet?headers=false&gid=0,58647,99295,7/12/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,7/9/2019,7/12/2019,HarrisX,C+,3002,rv,.01457073,.00021018,41,36,45.799591,41.004822,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vRwA_gxnFCaktk1coF9fp8qT8YI-GsZQq3zE0-8nEr8WhpOS2ydqx3CLeqlHaJvyyUECxDGzhBEQrdL/pubhtml/sheet?headers=false&gid=0,58653,99303,7/13/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,7/10/2019,7/13/2019,HarrisX,C+,3000,rv,.0145758,.00022057,42,35,46.799591,40.004822,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,58668,99336,7/16/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,7/11/2019,7/14/2019,HarrisX,C+,3000,rv,.0145818,.00023117,41,36,45.799591,41.004822,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,58669,99337,7/16/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,7/12/2019,7/14/2019,Morning Consult,B/C,1984,rv,.2144556,.00345745,44,35,46.403647,37.753657,"","",https://morningconsult.com/wp-content/uploads/2019/07/190719_crosstabs_POLITICO_RVs_v2_JB.pdf,58672,99366,7/16/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,7/12/2019,7/15/2019,HarrisX,C+,3003,rv,.01459549,.00024207,42,37,46.799591,42.004822,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vRQ5b96NLZNyEn4IKHs8w-9Qpkc2mjGi1SWDqnJOYAVBrJESjNJ014blZerpqZhV_uanUdXfc8WpgQX/pubhtml/sheet?headers=false&gid=0,58663,99331,7/16/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,7/14/2019,7/16/2019,YouGov,B-,1149,rv,.20138146,.00403086,47,40,46.87568,40.847355,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/xj7rpmvws8/econTabReport.pdf,58677,99379,7/17/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,7/13/2019,7/16/2019,HarrisX,C+,3000,rv,.01458238,.00025254,41,37,45.799591,42.004822,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vSV1OR95pvMPAKs6_yuiBAzPg6lV96uKTQ5exqg4Njw9tx_Lyp5FYz0LlMs05nAHLSi75SXflUZeMkl/pubhtml/sheet?headers=false&gid=0,58673,99373,7/17/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,7/14/2019,7/17/2019,HarrisX,C+,3003,rv,.01459881,.00026359,42,36,46.799591,41.004822,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vTRCFalpwEOAUgvB298g3uFrSzaDtQJ3pKGETqtjo4g3ooQA03jY_e0_5d7zVebj9xL1NWODTLSkcvX/pubhtml/sheet?headers=false&gid=0,58683,99468,7/18/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,7/15/2019,7/18/2019,HarrisX,C+,3003,rv,.01460105,.00027444,43,36,47.799591,41.004822,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vRXRzLtMIvQjYCAC8PP0u6NrQfXsF0syKFf5deeEQQov163GblxfLw9WBlttNhDPBGxJU3j8emmO1xh/pubhtml/sheet?headers=false&gid=0,58688,99475,7/19/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,7/16/2019,7/19/2019,HarrisX,C+,3000,rv,.01458715,.00028508,43,36,47.799591,41.004822,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,58704,99525,7/22/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,7/17/2019,7/20/2019,HarrisX,C+,3000,rv,.01458976,.00029602,43,36,47.799591,41.004822,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,58718,99614,7/23/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,7/18/2019,7/21/2019,HarrisX,C+,3000,rv,.01458378,.00030703,42,36,46.799591,41.004822,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,58719,99615,7/23/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,7/19/2019,7/22/2019,HarrisX,C+,3004,rv,.01459059,.00031853,42,36,46.799591,41.004822,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,58708,99582,7/23/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,7/20/2019,7/23/2019,HarrisX,C+,3015,rv,.01463379,.0003309,41,37,45.799591,42.004822,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vRfgF74KxGWp7cIndFx3d9JNbsndD4UzlXJQNSie5XcsJdjH4W8naeIBvnwq3HDyhLfILZxeByoGu9t/pubhtml/sheet?headers=false&gid=0,58724,99642,7/24/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,7/21/2019,7/23/2019,YouGov,B-,1212,rv,.20905248,.00524554,47,40,46.87568,40.847355,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/n0eqovafro/econTabReport.pdf,58726,99647,7/24/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,7/21/2019,7/24/2019,HarrisX,C+,3012,rv,.01460953,.00034184,41,37,45.799591,42.004822,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vSCzcEH3JXjuUhQVclq8_jDDr_aST6OCfZdYvXoy3Ll2xvNDxyYGbdYPKQHP7GAA3AIijom0bGn-_ri/pubhtml/sheet?headers=false&gid=0,58730,99732,7/25/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,7/19/2019,7/26/2019,HarrisX,C+,7016,rv,.06806139,.00159252,42,36,46.799591,41.004822,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vS2NO-G4CF6Ze7XzUFdPexEicE4FVPOrSbggLpbakwhvRNYetySTY88jbqk99TSLaA5xC6BhmjXPbEX/pubhtml/sheet?headers=false&gid=0,58742,99783,7/27/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,7/22/2019,7/25/2019,HarrisX,C+,3012,rv,0,0,42,37,46.799591,42.004822,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vT_3GEOT0yyrN-3_iRYaQlFTJkAN_yV47ApOtzBFoMBiBKe6qHgeYp0JmRfhqimrTbXq3OEFjiv86Hm/pubhtml/sheet?headers=false&gid=0,58736,99775,7/26/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,7/23/2019,7/26/2019,HarrisX,C+,3001,rv,.01457575,.00036345,43,36,47.799591,41.004822,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vRKiAZdw8FBDfXDwa4kFqYJEjYZm99I5K0EoY57Ia65Xhvs8nBw9F-r673ABd2sIPzc0dDVmX4VV7y_/pubhtml/sheet?headers=false&gid=0,58741,99784,7/27/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,7/24/2019,7/27/2019,HarrisX,C+,3000,rv,.01457864,.0003748,42,36,46.799591,41.004822,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,58771,99937,7/30/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,7/25/2019,7/27/2019,Morning Consult,B/C,1994,rv,.23395521,.0055756,42,38,44.403647,40.753657,"","",https://morningconsult.com/wp-content/uploads/2019/07/190745_crosstabs_POLITICO_RVs_v1_JB.pdf,58758,99848,7/30/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,7/23/2019,7/28/2019,McLaughlin & Associates,C/D,1000,lv,.4429979,.01267782,47,43,47.7455,40.363245,"","",https://mclaughlinonline.com/pols/wp-content/uploads/2019/07/National-Monthly-Omnibus-July-Release-1.pdf,58778,100054,7/31/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,7/25/2019,7/28/2019,HarrisX,C+,3000,rv,.01457806,.00038638,42,35,46.799591,40.004822,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,58772,99938,7/30/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,7/26/2019,7/29/2019,HarrisX,C+,3002,rv,.01458079,.0003983,42,36,46.799591,41.004822,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vSVsvX3--DtqTSWUqoNcPgORhMnu6nPux4-MnGuzWY6g0Gia7lRkDoBfdvafkborrVdYZreDnYU_NxV/pubhtml/sheet?headers=false&gid=0,58754,99851,7/30/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,7/27/2019,7/30/2019,HarrisX,C+,3003,rv,.01458107,.00041018,42,36,46.799591,41.004822,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vQxQqp231eWGYqnZAFClD-Sxg7lU7oM-o3Zp3byNv_qIPb7Z_bIz6CdFzLD9aXSinHgOFOASB97s9oO/pubhtml/sheet?headers=false&gid=0,58773,99944,7/31/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,7/27/2019,7/30/2019,YouGov,B-,1101,rv,.18749422,.00561356,48,37,47.87568,37.847355,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/hash0nbry8/econTabReport.pdf,58777,99951,7/31/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,7/26/2019,8/2/2019,HarrisX,C+,7004,rv,.06799262,.00196858,42,35,46.799591,40.004822,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vSFPHNr01e56nIpU1lj7B95B3DuzBqkk6cTogD_DLkPfQlNo7tYtcB6qApycMFFMfg4QqeeWZ7oFeBS/pubhtml/sheet?headers=false&gid=0,58809,100130,8/5/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,7/28/2019,7/31/2019,HarrisX,C+,3003,rv,.01457609,.00042202,42,36,46.799591,41.004822,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vTC3IglElfa4A9m1iReUI-crrGWYOBYjh3ZJUYoVtA2K_LtpIkGQ5EQQ8N-xruqFKMnwbvLGK13zb0v/pubhtml/sheet?headers=false&gid=0,58781,100066,8/1/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,7/29/2019,8/1/2019,HarrisX,C+,3000,rv,0,0,43,35,47.799591,40.004822,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,58791,100081,8/2/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,7/30/2019,8/2/2019,HarrisX,C+,3000,rv,.01458983,.00044575,43,35,47.799591,40.004822,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vRfKZWDZyBzHvxiNzkpY8oeT_xxm-eUl1yms-MSz8PNRYu-bzDtbAx1SeQ5o7U5qP05f5p7ZX-BxNOO/pubhtml/sheet?headers=false&gid=0,58805,100124,8/3/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,7/31/2019,8/3/2019,HarrisX,C+,3000,rv,.01460206,.0004579,43,35,47.799591,40.004822,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,58813,100134,8/5/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,8/1/2019,8/4/2019,HarrisX,C+,3000,rv,.01460622,.00047015,42,36,46.799591,41.004822,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,58814,100136,8/5/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,8/2/2019,8/5/2019,HarrisX,C+,3001,rv,.01460905,.00048267,42,36,46.799591,41.004822,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vQ1xQnbkHTPedOwsuh9qSALBxyJysMcdAXFnCye0RvLekSWdF2Gtt46cxmvX6UncxsG1OVWSHAnoKFV/pubhtml/sheet?headers=false&gid=0,58815,100176,8/6/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,8/3/2019,8/6/2019,YouGov,B-,1161,rv,.19542266,.00676683,48,38,47.87568,38.847355,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/7jv630mjdk/econTabReport.pdf,58830,100315,8/7/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,8/3/2019,8/6/2019,HarrisX,C+,3002,rv,.0146143,.00049529,42,36,46.799591,41.004822,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vRmJT22d8nNwO0V2UKHR6emiZnM3I2e2HGhHz8ptvsejaD-zoBp37Qj8TNIQ4CEhgCqJKzHdbAHrCx4/pubhtml/sheet?headers=false&gid=0,58827,100316,8/7/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,8/2/2019,8/9/2019,HarrisX,C+,7002,rv,.06817408,.00236912,42,36,46.799591,41.004822,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vTgLpx-JhAnLFx-g7n3W_mtF0Qg05VgM8PD2-sH5Eg7ymd__XpODAALuAB5h-GWVDzvF96gZlOS82me/pubhtml/sheet?headers=false&gid=0,58880,100418,8/10/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,8/4/2019,8/7/2019,HarrisX,C+,3001,rv,.01460943,.00050769,41,36,45.799591,41.004822,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vSPoSQ4TaKSc4XUGDjK5dq6YCnxqx1eeghR0pBfSEK7Tuy0rykJ1JePbcPdnteUxfL_Lb8s1tksrYbH/pubhtml/sheet?headers=false&gid=0,58834,100335,8/8/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,8/5/2019,8/8/2019,HarrisX,C+,3001,rv,0,0,41,37,45.799591,42.004822,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vRAiGcCXbXxEW54Cz_URXcBwkSN8EatBup9r-Dt9Z5eP_c-P2GqiQe1Tvfj1Ias3CQMm3cl9M5TlRTD/pubhtml/sheet?headers=false&gid=0,58873,100407,8/9/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,8/6/2019,8/9/2019,HarrisX,C+,3000,rv,.01464244,.00053326,41,37,45.799591,42.004822,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vQMfPJjKzZnxWmWJu5RfCSFBNIEx71cL3mJBxnTQZb4Er_NW6-IMBOmACTVMVjvU03W0sssFR4a1_NG/pubhtml/sheet?headers=false&gid=0,58878,100419,8/10/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,8/7/2019,8/10/2019,HarrisX,C+,3000,rv,.01465956,.00054621,42,36,46.799591,41.004822,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,58885,100428,8/12/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,8/7/2019,8/10/2019,Cygnal,A/B,1263,lv,1.690248,.10097061,46.8,39.8,46.820945,39.992864,"","",http://www.cygn.al/cygnal-poll-two-thirds-of-u-s-voters-want-changes-to-gun-laws/,58924,100712,8/19/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,8/9/2019,8/11/2019,Morning Consult,B/C,1993,rv,.25238367,.00818871,43,37,45.403647,39.753657,"","",https://morningconsult.com/wp-content/uploads/2019/08/190826_crosstabs_POLITICO_RVs_v2_JB.pdf,58894,100472,8/13/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,8/8/2019,8/11/2019,HarrisX,C+,3000,rv,.01466893,.00055929,43,36,47.799591,41.004822,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,58886,100429,8/12/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,8/9/2019,8/12/2019,HarrisX,C+,3003,rv,.014687,.00057306,43,36,47.799591,41.004822,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vRWuTL_TBATpu0FGJv2IJb7_yCXZO7fhAsJu7pauQcdoN8-ACEOTWeLR1FfU8-Zm4yExjYxKj9QBe_I/pubhtml/sheet?headers=false&gid=0,58887,100460,8/13/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,8/10/2019,8/13/2019,HarrisX,C+,3011,rv,.014732,.00058796,43,37,47.799591,42.004822,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vTUAiyhjbTKzCStSrzcstFWymg_4hVWQFzoWMtngOmlJICdynUpYti0_QBjFJ9QvLq7VGYGFHPTOkab/pubhtml/sheet?headers=false&gid=0,58897,100477,8/14/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,8/10/2019,8/13/2019,YouGov,B-,1127,rv,.18791557,.00734952,48,38,47.87568,38.847355,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/mujbtdyiti/econTabReport.pdf,58901,100487,8/14/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,8/9/2019,8/16/2019,HarrisX,C+,7015,rv,.06867071,.00280255,42,36,46.799591,41.004822,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vToXn9w68miFZf07nfywBZB21ZtF9E55QkucoeiAe7BDhCvkS_e8wZL9JQGz__L6g54CR1BOcdIQqsb/pubhtml/sheet?headers=false&gid=0,58920,100699,8/17/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,8/11/2019,8/14/2019,HarrisX,C+,3011,rv,.01473753,.00060146,42,37,46.799591,42.004822,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vSPzdT1n5jpnAjNPAnVRkKcNCCk7_kA3_DWleWJGEXydzhEttA6CH3cUvjD8Y87Cw3_0vbAk9kvxaz6/pubhtml/sheet?headers=false&gid=0,58905,100597,8/15/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,8/12/2019,8/15/2019,HarrisX,C+,3011,rv,0,0,41,37,45.799591,42.004822,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vQkW0J7KiT-wcAFzQ36q3_usOSKnhuNjp9rqCzMlRKzj0B2zKo1p0x0bmDwdteDFAp0fKrHSQqzlN0f/pubhtml/sheet?headers=false&gid=0,58913,100680,8/16/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,8/13/2019,8/16/2019,HarrisX,C+,3003,rv,.01474723,.00062753,41,37,45.799591,42.004822,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vQlLZca3bc8sdxl4ZUbBowlEfVefyrO5bq7Kveko0yOZ6ukKm0hwKD4u2iDuTvnSh0PQbNBSjxXtEpM/pubhtml/sheet?headers=false&gid=0,58919,100700,8/17/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,8/14/2019,8/17/2019,HarrisX,C+,3000,rv,.01475523,.00064082,42,36,46.799591,41.004822,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,58934,100773,8/20/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,8/15/2019,8/18/2019,HarrisX,C+,3000,rv,.0147787,.0006549,42,35,46.799591,40.004822,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,58935,100774,8/20/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,8/16/2019,8/19/2019,HarrisX,C+,3004,rv,.0148126,.00067002,42,36,46.799591,41.004822,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vToGqbUIAv8ya-XG9L-AEmK76MA7wuFeEK4sGJjnoIZjuXIcwp6NtZX29AH52uml0FC4QfRt4LEMv4W/pubhtml/sheet?headers=false&gid=0,58925,100748,8/20/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,8/15/2019,8/21/2019,GQR Research,C+,2629,rv,1.128629,.07304913,49,41,48.171967,40.925859,"","",https://www.politico.com/f/?id=0000016d-2c33-d547-a36f-6ffb488e0001,59570,102679,9/15/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,8/17/2019,8/20/2019,HarrisX,C+,3004,rv,.01483103,.00068441,41,36,45.799591,41.004822,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vRZPzILnYtjYHWOFIKCKbQhs3SWlzyE0syMj3s2OKNfun4uqEqDge6LQZ4JTepp71O6JFXu4gWltMjr/pubhtml/sheet?headers=false&gid=0,58961,100858,8/21/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,8/17/2019,8/20/2019,YouGov,B-,1111,rv,.18372054,.0079806,47,39,46.87568,39.847355,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/u4gcv1suy6/econTabReport.pdf,58975,100883,8/21/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,8/18/2019,8/21/2019,HarrisX,C+,3003,rv,.01484413,.00069872,41,36,45.799591,41.004822,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vQAu4n1nMt7NKnbepnOOSNXIMuuVBIr2p3EgSfysQedfUXR0iqw36t43voB9ZeMHfBfEw0esK_YYDov/pubhtml/sheet?headers=false&gid=0,58978,101002,8/22/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,8/16/2019,8/23/2019,HarrisX,C+,7010,rv,.06930228,.0032621,42,36,46.799591,41.004822,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vQHR4VVgpCnVaP9l3XGqRLZpVBUpnoZnTRRiPtczzIl57zamzkTcuhXtv1B_-Q5xOdQ-HSSXN4WFK6o/pubhtml/sheet?headers=false&gid=0,59423,101724,8/24/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,8/19/2019,8/22/2019,HarrisX,C+,3004,rv,0,0,42,36,46.799591,41.004822,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vQzQ_yTTdfKi--UGkoKaKVHVnp8fOpH_nD0SqMWfyG1-rijrcR7cf1LPF0YceLqH8W_78NL6ykDEmK4/pubhtml/sheet?headers=false&gid=0,59257,101716,8/23/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,8/20/2019,8/23/2019,HarrisX,C+,3005,rv,.01492806,.00072918,42,36,46.799591,41.004822,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vSb0mBscCm4gr2XIkr3YRh2hUxH-zdav3EmyX-KHOrRrhgHIG9euEIjl8zezIempwnzinLsicZS2353/pubhtml/sheet?headers=false&gid=0,59422,101725,8/24/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,8/21/2019,8/24/2019,HarrisX,C+,3000,rv,.01493866,.00074306,43,36,47.799591,41.004822,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,59429,101758,8/26/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,8/23/2019,8/25/2019,Morning Consult,B/C,1987,rv,.25945141,.01079624,45,37,47.403647,39.753657,"","",https://morningconsult.com/wp-content/uploads/2019/08/190867_crosstabs_POLITICO_RVs_v1_JB.pdf,59445,101832,8/27/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,8/22/2019,8/25/2019,HarrisX,C+,3000,rv,.01496685,.00075834,44,35,48.799591,40.004822,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,59430,101759,8/26/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,8/23/2019,8/26/2019,HarrisX,C+,3007,rv,.01503255,.00077561,43,36,47.799591,41.004822,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vRsiGZwM9LOUMFjNZkTzsKt-70mRjYYCYT0s-2xth4vCXa5lnbcWTrRB8jqA1geKBCTiQ53FnEP49R6/pubhtml/sheet?headers=false&gid=0,59431,101808,8/27/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,8/24/2019,8/27/2019,HarrisX,C+,3008,rv,.01506395,.00079155,42,36,46.799591,41.004822,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vSoU3w5sy1OgGNMUxSTzaAPSg8OPg5BaoX_yC2E7J8BufwW6MmLJK6qutRvP9FxRtt5FGZeHRXYGKZD/pubhtml/sheet?headers=false&gid=0,59446,101839,8/28/2019,18:00:07 31 Mar 2020
All polls,3/31/2020,8/24/2019,8/27/2019,YouGov,B-,1093,rv,.17929069,.00852787,48,37,47.87568,37.847355,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/b17i8aeg5p/econTabReport.pdf,59452,101861,8/28/2019,18:00:07 31 Mar 2020
